Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,15.7,0,0,40.15,45.26463,1.62369,0,0,0,0,0,0,89.9999,89.9999,0,0
0.09999999,S,0.09999999,0.06689289,0,0.3561453,0,405.8274,15.53323,0.1277436,0,39.95435,45.26463,1.685803,808.152346984715,808.152346983384,0.00146664611190495,83.7675855302067,83.13575,0.0001507147,89.9999,89.9999,4.310608,0.0000078042
0.2,S,0.2,0.137248,3.530392,0.3760926,0.4431383,392.8806,15.34063,0.5676636,0.7384898,39.75869,45.26463,1.747916,790.626309041522,790.6258,-0.897175,163.311162392586,162.9933,-0.08470248,89.95503,90.02978,17.03081,-0.003741044
0.3,S,0.3,0.2068511,2.186475,0.3479863,0.2731245,387.1249,15.15263,1.19229,0.9997033,39.56303,45.26463,1.810029,787.281950656691,787.2815,0.8423702,242.091466478378,241.8777,-0.0976489,89.77851,90.02313,37.67157,-0.01438099
0.3999999,S,0.3999999,0.2765235,1.321454,0.3342041,0.1670559,385.1023,14.96672,2.044505,1.07426,39.36738,45.26463,1.872142,791.271553424953,791.2548,5.149052,320.998791225277,320.828,0.2008798,89.45233,89.96413,66.19834,-0.01288334
0.4999998,S,0.4999998,0.3466922,0.6240416,0.3266677,0.08230561,384.3918,14.78156,3.137638,0.8230005,39.17172,45.26463,1.934254,797.656713056989,797.5642,12.1482,400.464856649114,400.304,1.080405,89.00003,89.84536,102.6471,0.04529346
0.5999997,S,0.5999997,0.4169909,0.06040615,0.3226565,0.01305828,378.4221,14.59781,4.47698,0.1873202,38.97607,45.26463,1.996367,792.016189817672,791.748,20.60945,479.924463432379,479.7477,2.755398,88.50529,89.67093,147.0518,0.2300451
0.6999996,S,0.6999996,0.4872626,-0.2991224,0.3208632,-0.03291407,377.7413,14.41593,6.06887,-0.6406767,38.78041,45.26463,2.05848,797.395798412867,796.8813,28.64006,559.424531325876,559.2085,5.27641,88.10853,89.4594,199.3927,0.6250554
0.7999995,S,0.7999995,0.5572845,-0.3751108,0.320464,-0.04558425,368.7753,14.23606,7.913186,-1.153751,38.58476,45.26463,2.120593,783.481513887444,782.8248,32.07203,638.404306852688,638.132,8.375291,87.95135,89.24805,259.6659,1.30501
0.8999994,S,0.8999994,0.6261434,-0.188515,0.3212973,-0.02571801,360.6017,14.06038,9.993496,-0.8174115,38.3891,45.26463,2.182706,770.176434399978,769.6086,29.56929,716.024577254662,715.6938,11.49289,88.06985,89.08,327.756,2.300752
0.9999993,S,0.9999993,0.6934386,0.0778281,0.3229349,0.006602976,348.114,13.88955,12.28931,0.2560782,38.19345,45.26463,2.244819,745.746025712986,745.3927,22.95338,791.709074364376,791.3341,14.09492,88.31434,88.97958,403.5056,3.585736
1.099999,S,1.099999,0.7582394,0.1769967,0.3214663,0.02140205,331.4299,13.7255,14.58715,0.9873237,37.99779,45.26463,2.306931,710.53242951451,710.2944,18.39018,864.404853881526,864.0027,16.09548,88.4292,88.93276,486.6656,5.098881
1.199999,S,1.199999,0.8200575,0.04770286,0.3226053,0.007899096,316.8868,13.56929,17.07279,0.4241773,37.80214,45.26463,2.369044,678.717535899448,678.4197,20.10483,933.699812283152,933.2723,17.98261,88.3138,88.89614,576.9015,6.801064
1.299999,S,1.299999,0.8747232,-0.09224564,0.3293913,-0.01021477,251.0992,13.42888,19.77073,-0.619606,37.60648,45.26463,2.431157,522.107493304189,521.7346,19.72921,993.600348524613,993.1387,20.0159,88.16111,88.84541,673.662,8.70165
1.399999,S,1.399999,0.9196733,-0.04887899,0.3412701,-0.007381211,235.1209,13.3116,22.56726,-0.4926358,37.41082,45.49405,2.566103,481.606760853751,481.2642,18.16155,1043.62844581661,1043.131,21.94978,88.18201,88.79455,775.7587,10.80148
1.499999,S,1.499999,0.9562981,0.05797364,0.3747397,0.006645211,159.2359,13.21116,26.69954,0.4760118,37.21517,45.92279,2.764324,290.60787792267,290.4648,9.118041,1082.69856964108,1082.178,23.30136,88.28117,88.7665,882.3839,13.0718
1.599999,S,1.599999,0.9745467,0.01516966,0.3911132,0.003227896,63.12701,13.15014,28.83517,0.2382035,37.01952,46.14359,2.896533,51.7496050071015,51.6837,2.610895,1100.50677541421,1099.977,23.87426,88.23728,88.75663,991.7871,15.43597
1.699999,S,1.699999,0.9708132,-0.04313538,0.4414097,-0.005695867,0,13.13735,32.17675,-0.4143619,36.90212,46.0945,2.918216,-110.982030820932,-110.9798,-0.703674,1094.25658202527,1093.723,23.89921,88.16751,88.74821,1101.582,17.82761
1.799999,S,1.799999,0.9614816,0.02576021,0.4308728,0.002469985,0,13.13735,30.6962,0.1756183,36.90212,45.99078,2.88529,-107.343056390732,-107.3229,-2.080118,1083.36270092565,1082.828,23.76428,88.22555,88.74276,1210.352,20.21208
1.899999,S,1.899999,0.9524515,0.01415203,0.4206802,0.00252086,0,13.13735,29.30404,0.1752602,36.90212,45.88402,2.851397,-103.933634489228,-103.9143,-2.004653,1072.8177494705,1072.285,23.53636,88.20842,88.74258,1318.052,22.57691
1.999998,S,1.999998,0.9437066,-0.02647304,0.4108101,-0.003271854,0,13.13735,27.9932,-0.222527,36.90212,45.77976,2.818298,-100.730709404294,-100.7261,-0.9636368,1062.60364987996,1062.07,23.40342,88.1576,88.73766,1424.716,24.92304
2.099998,S,2.099998,0.9352299,0.008640523,0.4012406,0.0005464224,0,13.13735,26.75701,0.03637102,36.90212,45.68267,2.787478,-97.6973163543878,-97.6852,-1.538611,1052.69985771075,1052.165,23.28399,88.18213,88.73227,1530.376,27.25797
2.199998,S,2.199998,0.9270051,0.01684585,0.3919576,0.002319264,0,13.13735,25.58989,0.1511438,36.90212,45.58364,2.756037,-94.837568012739,-94.82125,-1.75922,1043.08910585543,1042.555,23.10696,88.18323,88.73032,1635.062,29.57765
2.299998,S,2.299998,0.9190217,-0.01121971,0.3830042,-0.001135281,0,13.13735,24.49059,-0.0724646,36.90212,45.49,2.726312,-92.1490124424966,-92.14178,-1.154501,1033.75833560559,1033.224,22.96445,88.14651,88.72675,1738.802,31.88069
2.399998,S,2.399998,0.9112487,-0.005073255,0.3770232,-0.0008674327,0,13.13735,23.61977,-0.05424763,36.90212,45.39799,2.697102,-90.0159471754172,-90.00851,-1.157097,1024.66755481156,1024.132,22.85568,88.14239,88.72153,1841.622,34.17174
2.499998,S,2.499998,0.9036357,0.01204889,0.3741431,0.001364004,0,13.13735,22.9698,0.08359486,36.90212,45.30767,2.66843,-88.4215708202456,-88.40946,-1.46341,1015.76086623524,1015.225,22.72095,88.15086,88.71792,1943.544,36.45082
2.599998,S,2.599998,0.896138,0.003343843,0.3731312,0.0005854373,0,13.13735,22.45187,0.0351658,36.90212,45.26463,2.654764,-87.153923900625,-87.14394,-1.319156,1006.98989462953,1006.454,22.57904,88.13403,88.71483,2044.584,38.71568
2.699998,S,2.699998,0.8887468,-0.006491189,0.3718382,-0.000757313,0,13.13735,21.93154,-0.04459066,36.90212,45.26463,2.654764,-85.8812916194381,-85.87426,-1.098963,998.346569930747,997.8099,22.46137,88.11475,88.71045,2144.752,40.96753
2.799998,S,2.799998,0.8814594,0.00120955,0.3705632,0.00001248963,0,13.13735,21.42659,0.0007209384,36.90212,45.26463,2.654764,-84.6436365695653,-84.63532,-1.186516,989.828565231731,989.291,22.34857,88.11282,88.70588,2244.064,43.20811
2.899998,S,2.899998,0.8742731,0.006960943,0.3693062,0.0008336404,0,13.13735,20.93648,0.04717997,36.90212,45.26463,2.654764,-83.4424287256176,-83.43266,-1.276776,981.431909660776,980.8939,22.22331,88.10972,88.70212,2342.53,45.43677
2.999998,S,2.999998,0.8671848,0.001004597,0.3680661,0.0002092867,0,13.13735,20.46055,0.01161446,36.90212,45.26463,2.654764,-82.2775588321166,-82.26929,-1.166452,973.153399006324,972.6149,22.10065,88.09484,88.6983,2440.163,47.65287
3.099998,S,3.099998,0.8601924,-0.002412749,0.366843,-0.0002983023,0,13.13735,19.99835,-0.01623456,36.90212,45.26463,2.654764,-81.146216973178,-81.13908,-1.076209,964.98995467915,964.4506,21.99015,88.08186,88.69385,2536.974,49.85734
3.199997,S,3.199997,0.8532924,0.001970608,0.3656361,0.0001719679,0,13.13735,19.54928,0.009179163,36.90212,45.26463,2.654764,-80.0458571086863,-80.03806,-1.117225,956.937716908995,956.3975,21.8809,88.07666,88.68939,2632.976,52.05093
3.299997,S,3.299997,0.8464823,0.004236985,0.364445,0.0005128371,0,13.13735,19.11287,0.02685041,36.90212,45.26463,2.654764,-78.9767208809344,-78.9685,-1.139495,948.993794000436,948.4529,21.76719,88.06967,88.68528,2728.177,54.23335
3.399997,S,3.399997,0.8397596,0.001204566,0.3632691,0.0001857786,0,13.13735,18.68862,0.009541694,36.90212,45.26463,2.654764,-77.9380954304486,-77.93066,-1.076546,941.154931397737,940.6133,21.6563,88.05728,88.68108,2822.591,56.40446
3.499997,S,3.499997,0.8331219,-0.0004001629,0.3621082,-0.00005352474,0,13.13735,18.2761,-0.002697022,36.90212,45.26463,2.654764,-76.9281130052547,-76.92126,-1.026806,933.418456286345,932.8759,21.5519,88.04597,88.67655,2916.226,58.56483
3.599997,S,3.599997,0.8265668,0.001704009,0.3609617,0.0001719074,0,13.13735,17.87487,0.008498932,36.90212,45.26463,2.654764,-75.9452237612906,-75.93817,-1.03506,925.781403441372,925.2379,21.44906,88.03831,88.672,3009.093,60.71489
3.699997,S,3.699997,0.8200921,0.003025914,0.3598294,0.0003608786,0,13.13735,17.48453,0.01750691,36.90212,45.26463,2.654764,-74.9890586442649,-74.98187,-1.03831,918.241279707097,917.6969,21.34504,88.03001,88.66758,3101.201,62.8546
3.799997,S,3.799997,0.8136957,0.001689581,0.3587108,0.0002225756,0,13.13735,17.10468,0.01059601,36.90212,45.26463,2.654764,-74.0589822289242,-74.05219,-1.002998,910.795491699738,910.2502,21.24292,88.01896,88.6631,3192.561,64.98396
3.899997,S,3.899997,0.8073753,0.0006503672,0.3576055,0.00007886088,0,13.13735,16.73495,0.003684504,36.90212,45.26463,2.654764,-73.1536580849239,-73.14725,-0.9682503,903.441112014415,902.8948,21.14474,88.008,88.65845,3283.181,67.10332
3.999997,S,3.999997,0.8011289,0.001484191,0.3565131,0.0001616794,0,13.13735,16.37497,0.007414122,36.90212,45.26463,2.654764,-72.2719571295348,-72.26558,-0.9600701,896.176074877726,895.6287,21.04855,87.99883,88.65372,3373.07,69.21298
4.099999,S,4.099999,0.7949519,0.002404167,0.3562142,0.0002817561,0,13.13735,16.05951,0.01268225,36.90212,45.26463,2.654764,-71.4992492034678,-71.49283,-0.9580685,888.994122361221,888.4457,20.95259,87.98975,88.64902,3462.237,71.31303
4.200001,S,4.200001,0.7888357,0.002036769,0.3560913,0.0002521711,0,13.13735,15.75871,0.01114187,36.90212,45.26463,2.654764,-70.7626351050012,-70.75639,-0.940107,881.886286724354,881.3368,20.85764,87.97933,88.6443,3550.691,73.40353
4.300004,S,4.300004,0.7827795,0.001348447,0.3559695,0.0001651171,0,13.13735,15.4644,0.00716172,36.90212,45.26463,2.654764,-70.0419462756012,-70.03595,-0.9164855,874.851413799105,874.3008,20.76497,87.96844,88.63947,3638.437,75.48463
4.400006,S,4.400006,0.7767816,0.001490442,0.355849,0.0001712768,0,13.13735,15.17636,0.00729301,36.90212,45.26463,2.654764,-69.3365236317308,-69.33064,-0.9032533,867.887889947502,867.3361,20.67416,87.95827,88.63453,3725.483,77.55658
4.500008,S,4.500008,0.7708408,0.002104471,0.3557296,0.0002447031,0,13.13735,14.89444,0.01022943,36.90212,45.26463,2.654764,-68.646032895274,-68.64017,-0.8971592,860.994079325624,860.4411,20.58417,87.94851,88.62959,3811.837,79.61948
4.60001,S,4.60001,0.7649559,0.002228246,0.3556114,0.0002674672,0,13.13735,14.61847,0.01097756,36.90212,45.26463,2.654764,-67.9701439927593,-67.96437,-0.8859373,854.168581924771,853.6144,20.49498,87.9382,88.62461,3897.506,81.67343
4.700013,S,4.700013,0.7591257,0.00191243,0.3554943,0.0002316794,0,13.13735,14.34828,0.009336091,36.90212,45.26463,2.654764,-67.3084715516483,-67.30286,-0.8691251,847.409824254213,846.8544,20.4073,87.92735,88.61957,3982.495,83.71853
4.800015,S,4.800015,0.7533493,0.001796395,0.3553784,0.0002124892,0,13.13735,14.08372,0.008407659,36.90212,45.26463,2.654764,-66.6605947984843,-66.65512,-0.8543282,840.716611601289,840.1599,20.32125,87.91657,88.61444,4066.812,85.75494
4.900017,S,4.900017,0.7476253,0.002059744,0.3552635,0.0002412555,0,13.13735,13.82464,0.009373318,36.90212,45.26463,2.654764,-66.0260699181675,-66.02067,-0.8444179,834.087529483288,833.5295,20.2364,87.90609,88.60925,4150.462,87.78282
5.00002,S,5.00002,0.7419527,0.002315917,0.3551497,0.0002741145,0,13.13735,13.57089,0.01045786,36.90212,45.26463,2.654764,-65.4045806907237,-65.39925,-0.8350298,827.521167896481,826.9618,20.15245,87.89552,88.60402,4233.454,89.80228
5.100022,S,5.100022,0.7363303,0.002301486,0.3550369,0.0002752838,0,13.13735,13.32232,0.0103134,36.90212,45.26463,2.654764,-64.7958450247765,-64.79062,-0.8228563,821.016234968574,820.4555,20.0696,87.8846,88.59873,4315.791,91.81338
5.200024,S,5.200024,0.7307573,0.002196641,0.3549251,0.0002623015,0,13.13735,13.07881,0.009650468,36.90212,45.26463,2.654764,-64.1995155337527,-64.19441,-0.8096416,814.571638727351,814.0095,19.98804,87.87347,88.59338,4397.481,93.81625
5.300026,S,5.300026,0.7252325,0.002228196,0.3548143,0.0002639859,0,13.13735,12.84023,0.009538257,36.90212,45.26463,2.654764,-63.6152053210551,-63.6102,-0.798,808.185978967861,807.6224,19.90774,87.86237,88.58796,4478.53,95.81103
5.400029,S,5.400029,0.7197549,0.002391865,0.3547045,0.0002823372,0,13.13735,12.60643,0.01001869,36.90212,45.26463,2.654764,-63.0426153430781,-63.03769,-0.7880284,801.857849121298,801.2928,19.82849,87.85131,88.58247,4558.943,97.79783
5.500031,S,5.500031,0.7143239,0.002541706,0.3545957,0.0003014875,0,13.13735,12.37731,0.01050705,36.90212,45.26463,2.654764,-62.4814973349842,-62.47665,-0.7782763,795.586847682289,795.0203,19.75024,87.84013,88.57693,4638.727,99.77676
5.600033,S,5.600033,0.7089381,0.002573658,0.3544877,0.0003064825,0,13.13735,12.15275,0.01049054,36.90212,45.26463,2.654764,-61.9315257794847,-61.92677,-0.7674912,789.371075999876,788.803,19.67299,87.82874,88.57133,4717.886,101.7479
5.700036,S,5.700036,0.7035971,0.002573155,0.3543808,0.0003058387,0,13.13735,11.93262,0.010282,36.90212,45.26463,2.654764,-61.392440304008,-61.38778,-0.7564345,783.209839254889,782.6402,19.59686,87.81721,88.56565,4796.427,103.7114
5.800038,S,5.800038,0.6982996,0.00260817,0.3541241,0.0003096318,0,13.13735,11.71184,0.01022435,36.90212,45.26463,2.654764,-60.8517384173451,-60.84717,-0.7456349,777.102336672926,776.5311,19.52181,87.8056,88.5599,4874.354,105.6673
5.90004,S,5.90004,0.6930469,0.00274177,0.353679,0.0003251335,0,13.13735,11.48937,0.01054557,36.90212,45.26463,2.654764,-60.3068962697368,-60.30241,-0.7355854,771.049265985454,770.4764,19.44779,87.79398,88.55409,4951.673,107.6158
6.000042,S,6.000042,0.6878383,0.00286184,0.3532448,0.0003398011,0,13.13735,11.2718,0.0108259,36.90212,45.26463,2.654764,-59.7740349186032,-59.76963,-0.7256584,765.049925537622,764.4754,19.37474,87.78224,88.54822,5028.39,109.5569
6.100045,S,6.100045,0.6826732,0.002927487,0.3528208,0.0003478762,0,13.13735,11.05897,0.01088698,36.90212,45.26463,2.654764,-59.252809066957,-59.24849,-0.7154125,759.103518250269,758.5273,19.30272,87.77034,88.54227,5104.51,111.4908
6.200047,S,6.200047,0.6775503,0.002959963,0.3524068,0.0003520447,0,13.13735,10.85073,0.0108227,36.90212,45.26463,2.654764,-58.7428415476343,-58.73861,-0.7050733,753.20854712639,752.6306,19.23177,87.75829,88.53625,5180.038,113.4175
6.300049,S,6.300049,0.6724688,0.003025608,0.352002,0.0003593219,0,13.13735,10.64695,0.01085144,36.90212,45.26463,2.654764,-58.2437687455316,-58.23962,-0.695169,747.364010281204,746.7843,19.16182,87.74616,88.53017,5254.979,115.3372
6.400052,S,6.400052,0.6674272,0.003139906,0.3517394,0.0003723835,0,13.13735,10.45143,0.01104763,36.90212,45.26463,2.654764,-57.7649349528195,-57.76086,-0.6861211,741.56810733084,740.9866,19.09282,87.73396,88.524,5329.338,117.2499
6.500054,S,6.500054,0.6624244,0.003246805,0.3515961,0.0003853932,0,13.13735,10.26317,0.01123222,36.90212,45.26463,2.654764,-57.3038743848851,-57.29987,-0.6774345,735.819336528839,735.236,19.02469,87.72164,88.51777,5403.121,119.1558
6.600056,S,6.600056,0.6574584,0.003344884,0.3514604,0.000397231,0,13.13735,10.07867,0.0113735,36.90212,45.26463,2.654764,-56.8520240905869,-56.84809,-0.6688098,730.115898944842,729.5307,18.95742,87.70919,88.51146,5476.33,121.0549
6.700058,S,6.700058,0.6525292,0.003415279,0.351332,0.0004057411,0,13.13735,9.897827,0.01141289,36.90212,45.26463,2.654764,-56.4091323933203,-56.40527,-0.6601012,724.45739517586,723.8703,18.89101,87.69659,88.50508,5548.971,122.9473
6.800061,S,6.800061,0.6476358,0.003497722,0.3512106,0.0004157404,0,13.13735,9.720546,0.01148866,36.90212,45.26463,2.654764,-55.9749632741986,-55.97117,-0.6516459,718.842727100029,718.2537,18.82548,87.68387,88.49862,5621.049,124.8331
6.900063,S,6.900063,0.6427777,0.003597711,0.3510959,0.0004276243,0,13.13735,9.546727,0.01160954,36.90212,45.26463,2.654764,-55.5492668802311,-55.54554,-0.6434571,713.271193213149,712.6802,18.76077,87.67104,88.49208,5692.567,126.7124
7.000065,S,7.000065,0.6379537,0.003711409,0.3509876,0.0004404752,0,13.13735,9.376261,0.01174852,36.90212,45.26463,2.654764,-55.1317823714271,-55.12812,-0.6354626,707.741594196977,707.1486,18.69687,87.6581,88.48547,5763.531,128.5853
7.100068,S,7.100068,0.6331636,0.003832221,0.3508855,0.0004549992,0,13.13735,9.209085,0.011923,36.90212,45.26463,2.654764,-54.7223702360977,-54.71877,-0.6277053,702.253529457718,701.6585,18.63375,87.64503,88.47877,5833.943,130.4518
7.20007,S,7.20007,0.6284065,0.003936506,0.3507892,0.0004674463,0,13.13735,9.045097,0.01203434,36.90212,45.26463,2.654764,-54.3207476402162,-54.31721,-0.6199371,696.806000007594,696.2089,18.57141,87.63182,88.47199,5903.809,132.3121
7.300072,S,7.300072,0.623682,0.004034174,0.3506987,0.0004790258,0,13.13735,8.884221,0.01211622,36.90212,45.26463,2.654764,-53.9267555113426,-53.92328,-0.6122369,691.398306474854,690.7991,18.50984,87.61846,88.46513,5973.133,134.1662
7.400074,S,7.400074,0.6189892,0.004141809,0.3506137,0.0004918755,0,13.13735,8.726369,0.01222313,36.90212,45.26463,2.654764,-53.5401653296977,-53.53675,-0.6047338,686.029649675828,685.4283,18.44904,87.60497,88.4582,6041.917,136.0141
7.500077,S,7.500077,0.6143277,0.004265793,0.350534,0.0005065411,0,13.13735,8.571474,0.01236694,36.90212,45.26463,2.654764,-53.1608173749971,-53.15746,-0.5974532,680.699328518437,680.0958,18.38896,87.59135,88.45117,6110.167,137.856
7.600079,S,7.600079,0.6096967,0.004392153,0.3504594,0.0005214946,0,13.13735,8.419451,0.01250886,36.90212,45.26463,2.654764,-52.7885005822319,-52.7852,-0.5903005,675.406344987953,674.8006,18.32962,87.5776,88.44406,6177.885,139.692
7.700081,S,7.700081,0.6050957,0.004519276,0.3503897,0.0005365518,0,13.13735,8.270233,0.01264443,36.90212,45.26463,2.654764,-52.4230547106711,-52.41981,-0.5832536,670.15039797561,669.5424,18.27098,87.5637,88.43686,6245.075,141.522
7.800084,S,7.800084,0.6005242,0.004646281,0.3503249,0.0005522883,0,13.13735,8.123757,0.01278711,36.90212,45.26463,2.654764,-52.0643201804613,-52.06113,-0.5763497,664.930489112407,664.3202,18.21305,87.54965,88.42957,6311.742,143.3462
7.900086,S,7.900086,0.5959815,0.004778766,0.3503598,0.0005679853,0,13.13735,7.982111,0.01291994,36.90212,45.26463,2.654764,-51.7174277462105,-51.71429,-0.5696863,659.746017162425,659.1334,18.15578,87.53546,88.42219,6377.889,145.1646
8.000088,S,8.000088,0.5914664,0.004917733,0.3504217,0.0005842558,0,13.13735,7.843489,0.01305691,36.90212,45.26463,2.654764,-51.3779267275665,-51.37484,-0.5631783,654.595584180395,653.9806,18.09918,87.52112,88.41472,6443.519,146.9774
8.10009,S,8.10009,0.586979,0.005056596,0.3504874,0.0006005196,0,13.13735,7.70729,0.01318483,36.90212,45.26463,2.654764,-51.0443564453504,-51.04132,-0.5567563,649.478989905271,648.8616,18.04323,87.50661,88.40716,6508.636,148.7845
8.200092,S,8.200092,0.582518,0.005199037,0.3505564,0.0006179598,0,13.13735,7.573454,0.01332949,36.90212,45.26463,2.654764,-50.7165875514127,-50.7136,-0.5504797,644.395435062414,643.7756,17.98792,87.49196,88.3995,6573.242,150.586
8.300095,S,8.300095,0.5780835,0.005353655,0.3506289,0.000636082,0,13.13735,7.441934,0.0134793,36.90212,45.26463,2.654764,-50.3944797108784,-50.39154,-0.5443177,639.344119395874,638.7218,17.93322,87.47715,88.39175,6637.341,152.3821
8.400097,S,8.400097,0.573675,0.005515147,0.3507046,0.000655004,0,13.13735,7.312678,0.01363622,36.90212,45.26463,2.654764,-50.0779229469185,-50.07503,-0.5382724,634.325143291961,633.7003,17.87913,87.46218,88.38389,6700.937,154.1727
8.500099,S,8.500099,0.5692921,0.005680758,0.3507835,0.0006751014,0,13.13735,7.185636,0.0138073,36.90212,45.26463,2.654764,-49.7667874135978,-49.76394,-0.5323581,629.33750729669,628.7101,17.82563,87.44705,88.37595,6764.032,155.9579
8.600101,S,8.600101,0.5649341,0.005847224,0.3508655,0.0006944849,0,13.13735,7.060756,0.01395359,36.90212,45.26463,2.654764,-49.4609320849078,-49.45813,-0.5264785,624.380612353402,623.7506,17.77272,87.43176,88.3679,6826.63,157.7378
8.700104,S,8.700104,0.5606006,0.006016636,0.3509504,0.0007150936,0,13.13735,6.937988,0.01411439,36.90212,45.26463,2.654764,-49.160267961115,-49.15751,-0.520727,619.454058455968,618.8214,17.72038,87.41628,88.35975,6888.734,159.5125
8.800106,S,8.800106,0.5562913,0.006187327,0.3510383,0.0007348632,0,13.13735,6.817289,0.01424865,36.90212,45.26463,2.654764,-48.8646639748756,-48.86195,-0.5150025,614.557247021539,613.9219,17.66862,87.40063,88.35149,6950.346,161.2819
8.900108,S,8.900108,0.5520057,0.006369425,0.351129,0.0007567678,0,13.13735,6.698614,0.01441417,36.90212,45.26463,2.654764,-48.5740115556775,-48.57134,-0.5094401,609.689678794719,609.0516,17.61743,87.38482,88.34312,7011.469,163.0462
9.000111,S,9.000111,0.5477438,0.006555742,0.3512224,0.0007784326,0,13.13735,6.581931,0.01456463,36.90212,45.26463,2.654764,-48.2882395529358,-48.28561,-0.5039306,604.851453118446,604.2106,17.56679,87.36882,88.33466,7072.108,164.8054
9.100113,S,9.100113,0.5435045,0.006755502,0.3513185,0.0008022923,0,13.13735,6.467181,0.01474525,36.90212,45.26463,2.654764,-48.0072090676323,-48.00462,-0.4985791,600.040972281167,599.3973,17.5167,87.35265,88.32607,7132.264,166.5596
9.200115,S,9.200115,0.5392879,0.006964641,0.3514172,0.000827512,0,13.13735,6.354335,0.01493914,36.90212,45.26463,2.654764,-47.730829624126,-47.72828,-0.4933405,595.258734250089,594.6122,17.46712,87.3363,88.31738,7191.94,168.3088
9.300117,S,9.300117,0.5350935,0.007171404,0.3515185,0.0008521696,0,13.13735,6.243345,0.01511116,36.90212,45.26463,2.654764,-47.4590003643041,-47.45649,-0.4881316,590.503841679809,589.8544,17.41807,87.31975,88.30858,7251.139,170.053
9.40012,S,9.40012,0.5309211,0.007390198,0.3516223,0.0008775046,0,13.13735,6.134184,0.01528379,36.90212,45.26463,2.654764,-47.1916518072233,-47.18918,-0.4830023,585.776094280019,585.1237,17.36953,87.30302,88.29966,7309.864,171.7924
9.500122,S,9.500122,0.5267701,0.007609305,0.3517285,0.0009036139,0,13.13735,6.026804,0.01545831,36.90212,45.26463,2.654764,-46.9286639754103,-46.92623,-0.4779545,581.074694511061,580.4193,17.32152,87.28607,88.29063,7368.118,173.527
9.600124,S,9.600124,0.5226402,0.007834828,0.351837,0.0009303875,0,13.13735,5.921177,0.01563248,36.90212,45.26463,2.654764,-46.6699768136379,-46.66758,-0.4729828,576.399441309746,575.741,17.274,87.26894,88.28146,7425.902,175.2567
9.700127,S,9.700127,0.518531,0.008078882,0.3519479,0.0009593446,0,13.13735,5.817261,0.01583108,36.90212,45.26463,2.654764,-46.4154609105445,-46.4131,-0.4681452,571.74983585748,571.0883,17.22697,87.25161,88.27219,7483.22,176.9818
9.800129,S,9.800129,0.5144423,0.00832439,0.3520611,0.000988428,0,13.13735,5.715024,0.01601913,36.90212,45.26463,2.654764,-46.1650653596582,-46.16274,-0.4633523,567.12547870257,566.4608,17.18042,87.23407,88.26279,7540.073,178.7021
9.900131,S,9.900131,0.5103738,0.008581484,0.3521765,0.001018898,0,13.13735,5.614439,0.01621692,36.90212,45.26463,2.654764,-45.9187206821768,-45.91643,-0.4586558,562.526170360688,561.8583,17.13434,87.21632,88.25326,7596.466,180.4179
10.00013,S,10.00013,0.5063248,0.00885068,0.3522941,0.001050692,0,13.13735,5.51546,0.01642258,36.90212,45.26463,2.654764,-45.6763067991184,-45.67405,-0.4540478,557.950912602504,557.2798,17.08873,87.19837,88.2436,7652.4,182.1291
10.10014,S,10.10014,0.5022953,0.009119256,0.3524138,0.001083173,0,13.13735,5.418067,0.01662558,36.90212,45.26463,2.654764,-45.4377634408902,-45.43554,-0.4495013,553.400005308508,552.7256,17.04358,87.18018,88.23381,7707.877,183.8357
10.20014,S,10.20014,0.4982852,0.009392089,0.3525356,0.001115378,0,13.13735,5.322228,0.01681117,36.90212,45.26463,2.654764,-45.2030402489137,-45.20085,-0.4449798,548.872949421555,548.1952,16.99888,87.16178,88.22389,7762.9,185.5379
10.30014,S,10.30014,0.4942938,0.009688245,0.3526596,0.001150343,0,13.13735,5.227911,0.01702484,36.90212,45.26463,2.654764,-44.9720382884734,-44.96988,-0.4405912,544.369045882383,543.6879,16.95462,87.14316,88.21384,7817.472,187.2355
10.40014,S,10.40014,0.490321,0.009999669,0.3527855,0.001187639,0,13.13735,5.135087,0.01725848,36.90212,45.26463,2.654764,-44.7446973494833,-44.74257,-0.4363149,539.887995933662,539.2034,16.9108,87.12431,88.20365,7871.594,188.9288
10.50014,S,10.50014,0.4863664,0.01030891,0.3529135,0.001223983,0,13.13735,5.043731,0.01746375,36.90212,45.26463,2.654764,-44.520936279457,-44.51884,-0.4320327,535.429699920499,534.7416,16.86741,87.10522,88.19331,7925.27,190.6177
10.60015,S,10.60015,0.4824296,0.01063424,0.3530434,0.001263027,0,13.13735,4.953804,0.01769292,36.90212,45.26463,2.654764,-44.3006862960271,-44.29862,-0.4278696,530.993458585446,530.3018,16.82443,87.0859,88.18284,7978.5,192.3023
10.70015,S,10.70015,0.4785105,0.01096889,0.3531753,0.001302279,0,13.13735,4.865294,0.01791004,36.90212,45.26463,2.654764,-44.0839065399928,-44.08187,-0.4237371,526.57907351797,525.8838,16.78187,87.06634,88.17221,8031.286,193.9826
